Local Authority Name	Electorate	Number of Votes	Yes	No	Rejected Papers 	Estimated population (2013)	Estimated Males (2013)	Estimated Females (2013)	Area (square km)	Population density	Council expenditure per capita (£)	Total Population SAPE 2010	Best-fit Working Age Population	Overall SIMD 2012 Score	Overall SIMD 2012 Rank	Income domain 2012 rate	Number of Income Deprived People 2012	Income domain 2012 rank	Employment domain 2012 rate	Number of Employment Deprived People 2012	Employment domain 2012 rank	Health domain 2012 score	Health domain 2012 rank	Education Skills and Training domain 2012 score	Education Skills and Training domain 2012 rank	Housing domain score	Housing domain rank	Geographic Access domain 2012 score	Geographic Access domain 2012 rank	SIMD Crime 2012 score	SIMD Crime 2012 rank	Working age people with no qualifications	People aged 16-19 not in full time education	Proportion of 17-21 year olds entering higher education 	Pupil Performance on SQA at Stage 4	School Pupil Absences 
Angus	0	0	0	0	0	0	0	0	0	0	0	609	346	7.561151579	5288	8	45	4244	7	25	4547	-0.668994573	5019	-1.067258992	5768	12.41721854	4222	9.330344257	4462	169	4523	42.65	3	19.51	179	4.8
Angus	0	0	0	0	0	0	0	0	0	0	0	680	351	8.769746037	5007	7	50	4417	5	20	5284	-0.38405519	4277	-0.517017482	4583	10.4524181	4762	25.13251502	2071	0	5965	59.23	4	6.56	169	4.7
Angus	0	0	0	0	0	0	0	0	0	0	0	751	404	7.694792707	5250	8	60	4086	5	20	5370	-0.321893173	4110	-0.755232713	5184	4.514363885	5990	8.040838581	4718	247	3626	36.65	7	11.82	225	4.5
Angus	0	0	0	0	0	0	0	0	0	0	0	789	460	7.545168164	5292	5	35	5330	5	25	5150	-0.336076333	4152	-1.012737136	5698	6.656346749	5592	30.15996777	1593	0	6224	64.84	2	16.04	176	4.5
Angus	0	0	0	0	0	0	0	0	0	0	0	814	431	10.32899738	4662	8	65	4200	8	35	4270	-0.745178625	5183	-0.108149094	3461	11.44114411	4500	10.54116713	4227	398	2397	69.49	9	6.03	163	6.4
Angus	0	0	0	0	0	0	0	0	0	0	0	1315	810	10.96159311	4503	4	55	5414	7	55	4690	-0.638484142	4938	-0.597580333	4783	20.31523643	2238	52.47156273	579	239	3709	79.97	1	17.58	218	4.8
Angus	0	0	0	0	0	0	0	0	0	0	0	1322	757	9.785522084	4786	4	55	5449	7	50	4667	-0.662079021	4996	-0.89179131	5484	12.24137931	4271	52.73060012	572	101	5423	79.32	2	16.75	190	4.6
Angus	0	0	0	0	0	0	0	0	0	0	0	748	462	7.345419987	5341	7	55	4453	6	25	4972	-0.604038699	4854	-0.751442057	5175	8.10488677	5311	16.47357981	3172	0	6347	50.8	1	12.73	211	5.5
Angus	0	0	0	0	0	0	0	0	0	0	0	796	480	6.18578444	5633	4	35	5478	5	25	5341	-0.889963194	5483	-1.069741251	5772	1.693121693	6416	29.3913429	1647	77	5730	47.48	2	14.09	209	4.3
Angus	0	0	0	0	0	0	0	0	0	0	0	975	610	5.67919481	5757	3	25	6090	4	25	5822	-0.774541436	5262	-0.814104931	5312	5.164319249	5869	33.98791601	1350	0	6320	46.85	8	11.36	183	4.7
Angus	0	0	0	0	0	0	0	0	0	0	0	1145	705	8.775246648	5005	2	30	6159	5	35	5498	-0.397171077	4305	-0.505581597	4543	14.83622351	3523	48.59249358	680	89	5583	72.83	11	13.53	224	4.6
Angus	0	0	0	0	0	0	0	0	0	0	0	1172	705	9.512610828	4844	6	65	4981	6	45	4798	-0.526821172	4654	-0.700690712	5064	12.28915663	4260	39.02635984	1049	96	5491	73.85	3	12.44	171	5.7
Angus	0	0	0	0	0	0	0	0	0	0	0	806	472	10.55229844	4602	5	40	5186	7	35	4440	-0.663897035	5003	-0.332799757	4098	13.36032389	3958	44.30038683	816	0	6241	77.55	2.5	6.61	162	5.1
Angus	0	0	0	0	0	0	0	0	0	0	0	1212	736	10.77739502	4544	4	55	5397	6	40	5086	-0.773832139	5261	-0.423577412	4347	9.827760892	4928	61.13460156	395	203	4094	87.56	3	17.42	184	5.3
Angus	0	0	0	0	0	0	0	0	0	0	0	754	468	16.91030752	3236	9	70	3759	10	45	3565	-0.067704365	3417	-0.131915068	3534	15.90574374	3232	57.22239319	481	121	5156	96.08	6	12.66	177	6.9
Angus	0	0	0	0	0	0	0	0	0	0	0	1034	632	11.09153902	4473	5	50	5197	6	35	4892	-0.480892895	4528	-0.64247896	4929	18.73479319	2551	60.68985686	407	0	6334	56.77	4	18.79	201	5.7
Angus	0	0	0	0	0	0	0	0	0	0	0	993	575	6.135960226	5643	4	35	5718	5	30	5581	-0.45784152	4470	-0.704252458	5072	4.223968566	6051	21.6523642	2472	156	4699	70.65	2	10.63	214	4.8
Angus	0	0	0	0	0	0	0	0	0	0	0	830	448	8.835630293	4989	8	70	4045	7	30	4641	-0.942038723	5583	-0.882383099	5466	3.666245259	6158	17.69764293	2997	372	2572	82.31	2	16.67	139	4.4
Angus	0	0	0	0	0	0	0	0	0	0	0	707	424	37.58559122	1066	30	215	503	21	90	1250	0.750937855	1288	0.602129071	1750	19.9742268	2300	7.850258547	4768	510	1774	122.36	13	0	187	6.8
Angus	0	0	0	0	0	0	0	0	0	0	0	721	352	11.01284879	4494	9	60	4007	11	35	3209	-0.778607794	5268	-0.584982054	4755	4.219948849	6052	13.41299642	3695	237	3737	67.34	3	14.29	118	5.4
Angus	0	0	0	0	0	0	0	0	0	0	0	1018	710	34.32881594	1267	24	245	1059	22	155	1203	0.644249726	1538	0.802510544	1283	17.38683128	2860	2.886176857	5849	818	759	132.89	18	6.86	141	8.3
Angus	0	0	0	0	0	0	0	0	0	0	0	922	561	36.1457761	1156	24	220	1100	26	140	700	0.429863085	2052	0.525586036	1943	23.68159204	1722	14.73019987	3457	709	997	131.05	16	7	130	7.2
Angus	0	0	0	0	0	0	0	0	0	0	0	675	390	33.70892808	1309	23	155	1213	21	80	1283	0.517746639	1821	0.698086367	1518	22.25097025	1903	0.13183411	6489	1695	118	120.14	15	6.31	119	8.8
Angus	0	0	0	0	0	0	0	0	0	0	0	556	303	33.91468522	1294	22	120	1335	25	75	752	-0.074551696	3432	0.743087431	1423	22.59615385	1845	10.36541529	4246	875	650	101.27	24	0	163	7.3
Angus	0	0	0	0	0	0	0	0	0	0	0	850	542	29.04131668	1680	21	175	1491	20	110	1365	0.537947942	1767	0.121146314	2894	14.27135678	3676	4.02552476	5586	1005	466	94.93	12.5	7.19	203	6.3
Angus	0	0	0	0	0	0	0	0	0	0	0	934	539	13.76708225	3885	13	125	2856	11	60	3300	-0.26007823	3922	-0.737030705	5145	11.83550652	4374	7.465708997	4849	407	2339	65.68	4	20.49	194	5.6
Angus	0	0	0	0	0	0	0	0	0	0	0	691	408	16.1183906	3381	9	65	3847	10	40	3502	-0.441496227	4438	-0.026945069	3247	17.24637681	2897	48.74236921	674	236	3752	102.08	10	5.31	154	6.2
Angus	0	0	0	0	0	0	0	0	0	0	0	741	420	32.47911066	1395	26	195	829	19	85	1550	0.820744161	1136	0.289731381	2492	16.88481675	2987	2.395434105	5965	618	1308	89.97	39	0	180	4.6
Angus	0	0	0	0	0	0	0	0	0	0	0	1290	820	12.51648472	4138	5	65	5217	6	45	5018	-0.089935868	3466	-0.210029434	3744	17.96536797	2728	57.2632524	480	116	5235	90.98	6	8.72	188	5.8
Angus	0	0	0	0	0	0	0	0	0	0	0	562	274	10.31672523	4663	7	35	4616	8	25	4019	-0.418087864	4364	-0.351711965	4153	8.675078864	5195	24.77158498	2107	0	6395	92.51	3	10.71	169	5.6
Angus	0	0	0	0	0	0	0	0	0	0	0	822	409	12.70107619	4096	10	85	3489	12	50	3039	-0.575633336	4781	-0.051671027	3315	9.160305344	5090	7.424123727	4856	74	5784	92.46	11.25	10.26	146	6
Angus	0	0	0	0	0	0	0	0	0	0	0	609	320	10.53990991	4604	8	45	4304	8	25	4007	-0.731789227	5150	-0.048192987	3302	8.263305322	5287	19.94663222	2683	0	6092	78.63	2	0	115	6
Angus	0	0	0	0	0	0	0	0	0	0	0	1052	645	48.72961981	548	31	320	468	28	180	550	1.023429561	777	1.161982837	628	17.57641921	2807	6.083294543	5157	1121	354	144.79	20	0	172	8.3
Angus	0	0	0	0	0	0	0	0	0	0	0	987	556	19.30474463	2869	16	155	2322	12	70	2879	-0.059806779	3392	0.124756226	2885	11.61161161	4451	10.30578366	4254	689	1069	100.72	6	0	108	7
Angus	0	0	0	0	0	0	0	0	0	0	0	529	326	31.61131394	1460	23	120	1201	19	65	1590	0.520524159	1814	0.863473905	1169	16.08775137	3191	13.81797582	3620	486	1878	136.58	9.375	0	142	7.9
Angus	0	0	0	0	0	0	0	0	0	0	0	670	407	23.58047769	2249	18	120	1928	18	75	1784	0.103280194	2920	0.485664658	2043	24.48717949	1644	4.951886821	5383	244	3663	138.66	8	0	170	6.5
Angus	0	0	0	0	0	0	0	0	0	0	0	524	311	19.02348555	2912	15	80	2493	14	45	2486	-0.228793117	3812	0.346038497	2345	25.82781457	1495	7.595240429	4824	273	3378	130.58	21	5.98	121	6.3
Angus	0	0	0	0	0	0	0	0	0	0	0	575	318	39.53204129	946	25	145	933	24	75	888	0.673746859	1462	1.149598447	642	25.58823529	1522	5.796845523	5207	791	807	157.34	26	0	85	7.3
Angus	0	0	0	0	0	0	0	0	0	0	0	717	424	49.67466722	509	34	240	281	26	115	635	0.380850122	2187	1.586009509	208	21.65450122	1999	14.62010689	3477	531	1684	164.08	20	0	169	8.4
Angus	0	0	0	0	0	0	0	0	0	0	0	835	538	18.19364413	3042	11	95	3294	12	70	2868	-0.21532561	3776	0.537244099	1913	13.85606874	3812	26.49907486	1928	183	4353	121.18	15	0	128	5.9
Angus	0	0	0	0	0	0	0	0	0	0	0	649	343	27.44344273	1827	21	135	1441	17	55	1923	0.050767009	3074	0.88221352	1118	20.21466905	2256	9.937550251	4331	426	2216	147.89	15	0	164	7.4
Angus	0	0	0	0	0	0	0	0	0	0	0	942	561	14.92761164	3629	12	115	3044	8	45	4263	-0.330424782	4137	-0.209540587	3743	4.102564103	6076	39.18301356	1037	217	3937	61.12	6	7.35	191	6.3
Angus	0	0	0	0	0	0	0	0	0	0	0	691	395	20.55040523	2664	16	115	2153	15	60	2299	-0.106537755	3512	0.04945965	3071	9.699453552	4963	19.91481546	2687	295	3189	100.08	16	0	151	5.2
Angus	0	0	0	0	0	0	0	0	0	0	0	563	326	28.82015678	1699	21	120	1395	21	70	1311	0.033887705	3127	0.726309522	1464	16.79748823	3012	7.431414772	4854	446	2088	132.5	21	0	224	6.7
Angus	0	0	0	0	0	0	0	0	0	0	0	564	368	15.69417	3463	7	40	4396	9	35	3741	-0.403001788	4322	-0.620997337	4852	26.82512733	1384	71.20502291	209	148	4795	88.86	0	8.7	174	6.4
Angus	0	0	0	0	0	0	0	0	0	0	0	584	401	7.994944063	5187	4	25	5575	5	20	5481	-0.853065917	5411	-0.368651137	4185	7.753164557	5374	36.25759728	1212	193	4221	90.98	6	14.16	154	5
Angus	0	0	0	0	0	0	0	0	0	0	0	729	443	25.66846011	2013	18	130	1866	20	85	1465	-0.276101643	3973	0.32603406	2403	16.18004866	3168	28.40894002	1730	296	3179	116.09	10	0	144	6.7
Angus	0	0	0	0	0	0	0	0	0	0	0	640	385	18.55305555	2986	11	70	3362	13	50	2693	-0.453757696	4459	0.40691163	2206	8.849557522	5157	37.07519123	1162	246	3631	119.88	13	0	177	6.2
Angus	0	0	0	0	0	0	0	0	0	0	0	509	344	14.15586508	3806	7	35	4584	7	25	4419	-0.800832263	5312	-0.23816464	3830	18.03607214	2713	71.92932064	193	102	5411	92.58	8	5.41	197	4.2
Angus	0	0	0	0	0	0	0	0	0	0	0	689	453	13.69431235	3897	7	45	4632	8	35	4244	-1.209278799	5997	-0.418315426	4331	16.80672269	3005	74.94157368	158	0	5973	77.75	6	7.32	174	5.2
Angus	0	0	0	0	0	0	0	0	0	0	0	619	355	11.19809506	4445	4	25	5522	6	20	4940	-0.512886016	4621	-0.171333421	3628	10.18711019	4822	54.27425269	539	184	4338	64.12	5	0	192	6.4
Angus	0	0	0	0	0	0	0	0	0	0	0	585	361	12.60704075	4115	7	40	4428	7	25	4652	-0.532040437	4671	-0.586079119	4758	15.34653465	3390	58.9749398	440	185	4324	86.31	3.125	15.15	197	4.7
Angus	0	0	0	0	0	0	0	0	0	0	0	680	421	13.48060473	3946	9	60	3985	8	30	4124	-0.552782542	4721	-0.398893228	4272	11.33858268	4531	54.22445653	541	0	5969	74.27	7	9.9	222	5.7
Angus	0	0	0	0	0	0	0	0	0	0	0	820	479	11.77514258	4310	5	40	5261	6	30	4791	0.047481529	3088	-0.771623783	5221	10.4993598	4753	57.28685192	479	99	5458	59.72	4	10.77	205	5.2
Angus	0	0	0	0	0	0	0	0	0	0	0	904	531	11.77068742	4311	7	60	4601	7	35	4386	-1.139150157	5896	-0.615375527	4831	14.23173804	3690	57.97659333	466	172	4487	72.28	7	15.11	205	5.3
Angus	0	0	0	0	0	0	0	0	0	0	0	641	393	11.74267543	4317	7	45	4375	6	20	4968	-1.070040302	5798	-0.481711578	4491	14.28571429	3670	61.72277346	373	96	5489	77.04	2	12.04	178	6.6
Angus	0	0	0	0	0	0	0	0	0	0	0	674	367	11.70766633	4326	7	45	4536	8	30	4282	-0.713969933	5114	-0.388039622	4243	11.47058824	4495	45.33287073	778	124	5112	69.81	10	12.87	173	5.3
Angus	0	0	0	0	0	0	0	0	0	0	0	943	617	16.99752379	3224	9	80	3980	10	60	3503	-0.22290317	3794	-0.233265637	3811	15.22248244	3426	63.70641316	335	219	3913	91.33	9	13.16	224	5.5
Angus	0	0	0	0	0	0	0	0	0	0	0	797	482	8.499882788	5068	4	35	5391	6	30	4886	-0.421874014	4374	-0.437754852	4380	5.084745763	5883	27.43068768	1834	158	4667	84.72	7	8.18	169	5.9
Angus	0	0	0	0	0	0	0	0	0	0	0	749	414	16.49286585	3314	11	85	3224	9	35	3684	-0.262478578	3927	0.249579832	2584	13.79703535	3831	32.2141222	1459	260	3501	111.33	8	0	157	6.3
Angus	0	0	0	0	0	0	0	0	0	0	0	845	542	33.52118628	1316	21	180	1397	23	125	1038	0.428519842	2054	0.65538324	1602	21.75824176	1979	21.2562576	2525	698	1032	170.52	16	5.11	212	6.8
Angus	0	0	0	0	0	0	0	0	0	0	0	607	373	11.98915849	4258	7	40	4615	8	25	4222	-0.948805933	5602	-0.710235117	5091	16.15120275	3177	61.4465762	383	0	6417	78.51	8	16.67	167	4.6
Angus	0	0	0	0	0	0	0	0	0	0	0	713	420	14.71710486	3680	9	65	3899	12	55	2885	-0.474625376	4518	0.215625553	2668	18.04613297	2711	16.03515737	3246	216	3948	132.87	4	0	222	5.7
Angus	0	0	0	0	0	0	0	0	0	0	0	840	463	20.8492179	2633	16	130	2318	16	70	2177	0.239886609	2552	-0.180012392	3646	12.51596424	4193	3.694840341	5659	753	893	86.19	16.25	8.22	216	6.8
Angus	0	0	0	0	0	0	0	0	0	0	0	790	408	10.45522691	4627	9	75	3811	8	35	4119	-0.407219054	4333	-0.720600558	5113	13.62467866	3887	16.21632722	3214	182	4357	84.2	5	11.82	169	4.4
Angus	0	0	0	0	0	0	0	0	0	0	0	989	533	24.24506693	2174	17	170	2009	17	90	1991	0.422430938	2074	0.201061361	2701	14.08751334	3728	4.793492083	5418	843	716	122.06	16	8.59	175	6.3
Angus	0	0	0	0	0	0	0	0	0	0	0	896	508	21.51254624	2516	16	140	2356	15	80	2294	0.336387865	2306	0.388763788	2243	21.05263158	2101.5	7.273275716	4893	309	3078	126.99	10	0	166	7.5
Angus	0	0	0	0	0	0	0	0	0	0	0	730	445	33.3199146	1332	26	190	866	22	95	1167	0.101119049	2928	0.740112307	1432	11.54328733	4473	19.3464907	2762	355	2706	146.83	33	0	139	7.2
Angus	0	0	0	0	0	0	0	0	0	0	0	814	516	23.58234175	2248	19	150	1763	12	65	2880	0.05263705	3063	0.678532666	1552	21.51898734	2018	3.209007308	5776	909	596	141.58	15	0	175	6.7
Angus	0	0	0	0	0	0	0	0	0	0	0	731	421	28.42031774	1723	22	160	1304	21	90	1307	0.351346224	2267	0.304797043	2445	13.13969571	4026	15.51672607	3332	164	4597	130.36	21	6.03	166	6.1
Angus	0	0	0	0	0	0	0	0	0	0	0	562	342	29.28443803	1658	21	120	1388	19	65	1591	0.352786541	2262	0.497557239	2007	21.79930796	1971	0.870747717	6323	1165	325	128.25	10	0	224	7.1
Angus	0	0	0	0	0	0	0	0	0	0	0	1290	709	9.981514082	4739	8	100	4213	7	50	4389	-0.316683817	4093	-0.81699962	5321	9.005628518	5127	20.33418822	2632	254	3554	81.75	5	15.86	242	4.5
Angus	0	0	0	0	0	0	0	0	0	0	0	1061	573	6.862741412	5452	5	55	5037	4	25	5650	-0.554660551	4725	-1.20411212	5940	1.199563795	6465	26.27297223	1946	227	3831	58.7	5	19.17	199	4.2
Angus	0	0	0	0	0	0	0	0	0	0	0	722	462	14.12036226	3817	11	80	3328	11	55	3166	-0.076508713	3439	-0.325958028	4074	10.78561917	4665	9.183956567	4496	335	2861	98.89	2	0	239	5.5
Angus	0	0	0	0	0	0	0	0	0	0	0	678	426	12.68600411	4098	7	45	4554	9	40	3920	-0.840884269	5388	-0.634829071	4899	11.50943396	4486	55.97148224	507	214	3975	91.81	8	5.77	233	4.4
Angus	0	0	0	0	0	0	0	0	0	0	0	715	438	12.41431985	4161	11	80	3306	8	35	4153	-0.352830428	4195	-0.672406318	4996	8.516886931	5233	27.25974126	1851	173	4467	96.1	3	10.57	145	4.8
Angus	0	0	0	0	0	0	0	0	0	0	0	830	484	14.9238365	3632	7	55	4529	9	45	3848	-0.79114662	5299	0.199598382	2707	9.173126615	5087	61.42266487	386	136	4961	112.41	11.25	7.01	226	6
Angus	0	0	0	0	0	0	0	0	0	0	0	681	410	12.12040324	4228	10	65	3728	6	25	4859	-0.655046861	4979	-0.698479442	5061	13.92592593	3786	53.4326021	553	0	6410	93.56	3	0	206	3.6
Angus	0	0	0	0	0	0	0	0	0	0	0	531	303	11.77035646	4312	6	30	4945	9	25	3836	-1.177495324	5954	-0.466545242	4456	2.839756592	6291	39.73320178	1017	519	1729	63.18	7	9.62	165	6.1
Angus	0	0	0	0	0	0	0	0	0	0	0	926	539	12.18626799	4212	11	105	3237	9	45	3900	-0.381437168	4269	-0.182010548	3654	12.08333333	4314	3.060226966	5813	344	2787	81.35	8	9.59	161	5.4
Angus	0	0	0	0	0	0	0	0	0	0	0	830	473	25.99784468	1982	23	190	1185	17	85	1891	0.129272034	2849	0.312257919	2431	15.73157316	3286	3.627149913	5675	466	1980	133.02	10	0	215	6.1
Angus	0	0	0	0	0	0	0	0	0	0	0	719	413	23.90817229	2213	20	145	1515	16	70	2044	0.287240735	2436	-0.255834207	3889	17.19745223	2906	0.362401965	6448	834	731	78.76	8	10.14	217	7.4
Angus	0	0	0	0	0	0	0	0	0	0	0	618	358	12.18954772	4211	13	80	2936	10	35	3578	-0.71507089	5117	-0.356518351	4163	9.540636042	5003	10.51085342	4234	103	5405	106.36	11	8.66	198	4.9
Angus	0	0	0	0	0	0	0	0	0	0	0	559	282	10.14304529	4704	9	50	3958	9	25	3859	-0.446302291	4451	-0.590577452	4769	14.94057725	3493	11.64491937	4002	110	5317	71.86	2	11.93	178	5.4
Angus	0	0	0	0	0	0	0	0	0	0	0	655	381	12.51045641	4140	11	70	3426	10	40	3372	-0.73836201	5166	-0.002023327	3186	7.96178344	5338	10.67384992	4197	140	4877	88.39	11	5.76	217	6.2
Angus	0	0	0	0	0	0	0	0	0	0	0	682	378	7.085051669	5408	6	40	4825	5	15	5333	-0.76468098	5235	-0.813558125	5309	5.6	5784	26.65673869	1908	0	6164	64.74	8	11.21	178	4.2
Angus	0	0	0	0	0	0	0	0	0	0	0	1114	734	14.80045993	3662	7	80	4426	7	55	4347	-0.093454917	3473	-0.083364561	3398	16.68404588	3051	53.22118929	562	233	3780	87.49	2	0	204	6.3
Angus	0	0	0	0	0	0	0	0	0	0	0	751	441	5.36787048	5846	3	25	5843	3	15	6041	-1.423606241	6240	-0.838316705	5364	1.385041551	6451	35.93835399	1229	71	5825	55.31	10	17.19	157	4.5
Angus	0	0	0	0	0	0	0	0	0	0	0	474	291	14.07483844	3823	8	40	4157	7	20	4437	-1.017812696	5716	0.071427393	3022	22.22222222	1907.5	54.70288604	529	199	4142	95.7	18	5.45	137	4.9
Angus	0	0	0	0	0	0	0	0	0	0	0	837	537	24.29649445	2169	15	125	2535	15	80	2267	-0.04326697	3346	0.387800253	2244	17.51824818	2822	62.46518539	360	135	4972	111.14	13	5.88	162	6.8
Angus	0	0	0	0	0	0	0	0	0	0	0	931	555	12.89937233	4055	10	90	3701	8	40	4306	-0.579695698	4791	0.06483868	3030	11.17824773	4571	29.25285641	1658	170	4512	89.87	4	0	128	5.9
Angus	0	0	0	0	0	0	0	0	0	0	0	702	448	28.01374729	1768	21	150	1425	15	65	2348	0.346035107	2280	0.974567549	945	21.33333333	2046	9.041492282	4522	548	1611	141.46	17	0	154	7.6
Angus	0	0	0	0	0	0	0	0	0	0	0	874	529	29.67013636	1631	21	185	1403	21	110	1322	0.20231857	2658	0.494799034	2019	19.79434447	2338	16.21044048	3216	604	1364	118.76	12	0	164	7.5
Angus	0	0	0	0	0	0	0	0	0	0	0	891	596	28.09531211	1759	21	190	1423	18	110	1688	0.562082879	1727	0.309540106	2436	19.87341772	2322.5	5.454800371	5274	684	1083	98.32	15	0	128	6.6
Angus	0	0	0	0	0	0	0	0	0	0	0	815	484	19.81732126	2769	11	90	3311	12	60	2882	0.116300994	2889	0.424372442	2166	25	1586	0.90694712	6316	1452	182	100.05	5	5.59	155	8
Angus	0	0	0	0	0	0	0	0	0	0	0	520	333	12.72647567	4093	11	55	3403	9	30	3908	-0.424781919	4388	-0.177914195	3641	13.71428571	3861	13.5907243	3667	331	2898	95.74	4	11.86	174	5.6
Angus	0	0	0	0	0	0	0	0	0	0	0	655	392	28.24739776	1742	22	145	1267	21	85	1265	0.294183078	2415	0.37028681	2285	15.91240876	3229.5	3.644532308	5670	299	3159	118.67	8	0	194	7.6
Angus	0	0	0	0	0	0	0	0	0	0	0	828	451	11.01887783	4490	10	80	3644	10	45	3585	-0.267130431	3943	-0.930717942	5556	9.913258984	4904	10.71528953	4193	188	4299	77.29	0	13.04	160	3.8
Angus	0	0	0	0	0	0	0	0	0	0	0	729	429	20.41376408	2687	18	130	1963	14	55	2617	0.057614414	3051	0.210408937	2677	18.55263158	2584	5.132791844	5340	400	2385	100.36	8	0	126	6.6
Angus	0	0	0	0	0	0	0	0	0	0	0	823	479	26.73230706	1903	20	165	1556	19	90	1592	0.133828965	2833	0.555619435	1870	16.09632446	3188	12.90405091	3782	357	2690	151.16	13	8.33	159	6.1
Angus	0	0	0	0	0	0	0	0	0	0	0	720	395	11.34168577	4400	8	60	4063	8	35	4032	-0.573206471	4773	0.054777795	3054	8.556149733	5223	10.91501561	4145	340	2829	98.64	8	6.48	172	5.9
Angus	0	0	0	0	0	0	0	0	0	0	0	638	390	17.93760218	3084	9	55	3954	12	45	3092	-0.831389559	5368	-0.218319629	3768	22.91325696	1807	78.09694698	129	0	6131	101.86	10	17.05	180	5.7
Angus	0	0	0	0	0	0	0	0	0	0	0	917	518	8.607480935	5041	5	50	5099	6	30	4993	-0.717685912	5119	-0.415661694	4323	2.414231258	6340	30.23861645	1590	190	4270	77.76	10	14.67	160	5.1
Angus	0	0	0	0	0	0	0	0	0	0	0	726	442	19.13725963	2889	13	100	2799	14	60	2604	-0.240264693	3860	0.223076515	2651	10.88082902	4643	28.87649351	1693	256	3537	141.44	11	7.63	119	5.5
Angus	0	0	0	0	0	0	0	0	0	0	0	679	411	33.83455335	1299	22	145	1355	20	85	1414	0.343070656	2289	1.186372608	594	20.64343164	2164	15.2102061	3377	704	1016	146.52	26	0	132	9.5
Angus	0	0	0	0	0	0	0	0	0	0	0	954	528	34.39285904	1264	24	225	1091	21	110	1284	0.34527742	2283	0.939255917	1012	20.84233261	2132	8.978896275	4529	1004	467	143.64	30	0	165	8.2
Angus	0	0	0	0	0	0	0	0	0	0	0	679	432	19.0998	2896	14	95	2685	12	55	2960	0.020741643	3166	0.182596246	2742	13.95027624	3773	29.187862	1669	212	3991	134.52	9	0	145	4.8
Angus	0	0	0	0	0	0	0	0	0	0	0	747	457	15.70740279	3457	11	85	3257	11	50	3370	-0.454938539	4461	0.323431585	2409	13.2885906	3977.5	15.02762477	3408	458	2026	114.63	18	7.05	172	6.1
Angus	0	0	0	0	0	0	0	0	0	0	0	729	434	21.02597719	2594	19	135	1789	14	60	2551	0.020554813	3169	-0.017224699	3219	17.92065663	2742	1.776015565	6111	690	1066	90.96	9	8	162	6.5
Angus	0	0	0	0	0	0	0	0	0	0	0	815	469	12.29908848	4183	6	50	4679	6	25	5104	-0.617523788	4886	0.030666035	3111	26.01626016	1470	48.43899128	683	137	4939	86.12	21	8	136	5.6
Angus	0	0	0	0	0	0	0	0	0	0	0	607	364	15.81087897	3446	13	80	2854	10	40	3393	-0.474383568	4516	0.255871314	2566	11.05919003	4597	2.226807339	6024	712	990	114.22	5	7.61	148	6.8
Angus	0	0	0	0	0	0	0	0	0	0	0	589	318	18.43416114	2996	15	85	2551	10	30	3590	0.030934518	3136	0.283221597	2507	9.149277689	5095	23.68861012	2230	415	2278	121.44	2	0	167	6.8
Angus	0	0	0	0	0	0	0	0	0	0	0	751	480	14.99754916	3617	12	90	3166	9	40	3824	-0.477515561	4523	-0.018021785	3222	9.215017065	5074.5	35.26222212	1263	136	4958	100.89	11	7.47	176	5.4
Angus	0	0	0	0	0	0	0	0	0	0	0	1011	541	6.665429788	5520	4	45	5404	4	25	5694	-0.558781518	4739	-0.687891199	5037	3.948896632	6103	25.37989526	2039	181	4374	61.46	1	13.33	164	4.9
Angus	0	0	0	0	0	0	0	0	0	0	0	480	270	4.545675515	6043	4	20	5396	3	10	6057	-0.886516962	5474	-0.507270632	4553	4.214559387	6054	7.231390245	4902	233	3782	61.85	4	9.88	162	4.6
Angus	0	0	0	0	0	0	0	0	0	0	0	698	392	14.80468712	3660	12	85	3075	10	40	3460	-0.423651728	4385	0.136432704	2861	9.311740891	5054	19.63787013	2715	147	4801	110.87	8	6.36	180	6.2
Angus	0	0	0	0	0	0	0	0	0	0	0	868	594	12.22630626	4199	5	40	5312	5	25	5408	-0.683123859	5045	-0.342553544	4125	17.20154044	2905	75.07092896	156	132	5011	96.79	2	7.8	193	4.9
Angus	0	0	0	0	0	0	0	0	0	0	0	1148	669	7.959861456	5198	5	60	5074	6	40	5112	-0.939299407	5580	-0.683027364	5025	4.182156134	6061	34.18719235	1337	144	4833	76.83	6	6.84	167	3.9
Angus	0	0	0	0	0	0	0	0	0	0	0	857	548	8.01927576	5179	4	30	5771	4	25	5718	-1.553066673	6326	-0.567165029	4694	9.50617284	5011	48.85458014	668	260	3494	75.93	2.5	14.71	196	4.7
Angus	0	0	0	0	0	0	0	0	0	0	0	616	384	11.40662019	4387	6	35	4987	5	25	5136	-0.51357649	4623	-0.56860217	4699	14.15270019	3707	64.48869906	320	0	6113	77.76	0	7.45	237	5.3
Angus	0	0	0	0	0	0	0	0	0	0	0	591	366	11.88784529	4283	5	30	5271	5	20	5384	-1.147882825	5914	-1.010886805	5693	10.95152603	4626	90.96939213	35	85	5636	74.49	4	19.18	176	4.5
Angus	0	0	0	0	0	0	0	0	0	0	0	1010	512	10.3686303	4656	8	80	4128	6	35	4726	-0.280360812	3986	-0.518740949	4588	9.143518519	5097	26.72325342	1899	100	5440	79.72	7	13.89	157	4.4
Angus	0	0	0	0	0	0	0	0	0	0	0	1067	639	15.86304646	3433	8	85	4116	6	35	5053	-1.08180414	5816	-0.159365398	3598	16.55813953	3077	94.05770293	18	86	5619	93.64	8	13.79	223	5.7
