Local Authority Name	Electorate	Number of Votes	Yes	No	Rejected Papers 	Estimated population (2013)	Estimated Males (2013)	Estimated Females (2013)	Area (square km)	Population density	Council expenditure per capita (£)	Total Population SAPE 2010	Best-fit Working Age Population	Overall SIMD 2012 Score	Overall SIMD 2012 Rank	Income domain 2012 rate	Number of Income Deprived People 2012	Income domain 2012 rank	Employment domain 2012 rate	Number of Employment Deprived People 2012	Employment domain 2012 rank	Health domain 2012 score	Health domain 2012 rank	Education Skills and Training domain 2012 score	Education Skills and Training domain 2012 rank	Housing domain score	Housing domain rank	Geographic Access domain 2012 score	Geographic Access domain 2012 rank	SIMD Crime 2012 score	SIMD Crime 2012 rank	Working age people with no qualifications	People aged 16-19 not in full time education	Proportion of 17-21 year olds entering higher education 	Pupil Performance on SQA at Stage 4	School Pupil Absences 
Glasgow City	0	0	0	0	0	0	0	0	0	0	0	803	563	58.08946372	273	31	245	447	29	165	430	1.950532623	74	1.344956303	402	52.96703297	282	0.614921915	6385	1438	185	199.15	21	5.88	140	11.4
Glasgow City	0	0	0	0	0	0	0	0	0	0	0	658	371	57.83626895	277	35	230	234	33	120	247	1.881654953	85	0.73327802	1446	43.24324324	511	12.07451987	3932	177	4425	194.68	5	7.34	129	9.6
Glasgow City	0	0	0	0	0	0	0	0	0	0	0	1053	740	34.2042651	1276	25	260	986	19	140	1560	0.888781935	1011	0.864109661	1166	32.76450512	921	0.592983492	6390	535	1666	165.71	16	6.04	129	8.5
Glasgow City	0	0	0	0	0	0	0	0	0	0	0	755	505	65.94273363	146	37	280	160	37	190	99	1.33188414	397	1.443181714	302	50.05440696	335	0.256677953	6470	982	488	185.71	31	0	111	9.7
Glasgow City	0	0	0	0	0	0	0	0	0	0	0	625	444	50.76057895	471	28	175	681	24	105	890	1.276880013	457	1.665233332	151	58.390579	197	11.63082834	4006	1253	269	221.94	9	0	247	10
Glasgow City	0	0	0	0	0	0	0	0	0	0	0	1466	1317	27.28359166	1847	12	180	3036	14	185	2555	1.244277176	490	-0.317588212	4051	48.18791946	378	13.29144367	3726	4382	12	102.29	3	28.08	129	7.7
Glasgow City	0	0	0	0	0	0	0	0	0	0	0	1054	784	8.3789266	5100	5	50	5196	7	50	4704	-0.962100116	5626	-0.309495193	4031	12.48720573	4200	23.94870093	2200	204	4089	107.76	4	9.06	163	4.8
Glasgow City	0	0	0	0	0	0	0	0	0	0	0	874	602	29.11272286	1670	15	130	2444	16	95	2066	0.841426908	1096	0.862737601	1171	24.62311558	1627	22.07657442	2419	765	865	169.82	9	0	134	7.5
Glasgow City	0	0	0	0	0	0	0	0	0	0	0	706	422	47.68379436	581	28	200	639	30	125	390	1.304067912	429	0.873735432	1140	40.97496706	581	8.106799184	4709	408	2334	171.61	13	0	141	7.4
Glasgow City	0	0	0	0	0	0	0	0	0	0	0	782	465	47.75195006	579	27	215	723	21	95	1277	1.416773358	317	1.512602272	249	33.94495413	855.5	40.47298105	982	289	3248	176.07	19	0	120	12.1
Glasgow City	0	0	0	0	0	0	0	0	0	0	0	775	441	43.9005796	726	29	220	622	26	115	685	1.262323738	477	0.86901667	1146	29.38209332	1169	8.441636282	4629	324	2951	169.19	7	0	116	8.6
Glasgow City	0	0	0	0	0	0	0	0	0	0	0	666	478	59.49863798	248	33	220	308	31	150	364	1.800472921	107	1.273023675	489	60.03039514	182	1.151040557	6252	1166	324	179.22	16	0	167	10.1
Glasgow City	0	0	0	0	0	0	0	0	0	0	0	893	596	43.52345697	741	20	175	1584	24	145	899	1.509894895	259	1.362925279	381	51.28205128	309	10.96206142	4136	735	928	194.43	16	0	99	10.4
Glasgow City	0	0	0	0	0	0	0	0	0	0	0	953	888	9.559237167	4833	4	35	5698	4	40	5771	-1.111133926	5857	-0.025335218	3239	55.40540541	237	11.59268839	4018	1088	382	47.16	9	31.2	140	11
Glasgow City	0	0	0	0	0	0	0	0	0	0	0	1243	862	79.29409199	35	44	545	39	41	355	53	2.522293435	7	1.471665615	281	53.4026465	269	1.985678939	6070	1859	94	172.62	23	0	111	10.8
Glasgow City	0	0	0	0	0	0	0	0	0	0	0	1728	1610	9.163726401	4919	5	80	5288	4	65	5729	0.147981091	2803	-1.10337197	5816	59.85090522	184	13.61484053	3660	483	1895	78.5	1	41.6	102	6.7
Glasgow City	0	0	0	0	0	0	0	0	0	0	0	596	293	53.43978167	400	33	200	296	33	95	253	1.312351099	416	0.925829109	1038	33.10626703	898	8.732740186	4578	143	4853	167.83	18	7.78	163	8.6
Glasgow City	0	0	0	0	0	0	0	0	0	0	0	834	685	13.88068731	3868	10	85	3528	7	45	4678	-0.676636299	5031	0.675655343	1557	60.69587629	170	0.130692883	6490	398	2400	111.83	29	0	172	8
Glasgow City	0	0	0	0	0	0	0	0	0	0	0	822	613	16.72854371	3272	12	100	3081	11	70	3123	-0.427399501	4391	0.352097806	2330	70.82228117	74	0.477835732	6417	405	2352	126.32	9	8.21	144	6.8
Glasgow City	0	0	0	0	0	0	0	0	0	0	0	815	454	54.49457031	373	32	265	353	28	130	495	1.279784927	452	1.579280302	212	30.90418354	1045	13.71485118	3643	456	2033	194.16	37	0	154	10.4
Glasgow City	0	0	0	0	0	0	0	0	0	0	0	1360	1118	48.54286725	555	25	335	984	27	300	574	1.560490702	229	0.857722105	1187	44.24972618	484	9.526719061	4409	6943	4	130.32	13	18.47	139	12.9
Glasgow City	0	0	0	0	0	0	0	0	0	0	0	538	318	61.83208108	199	38	205	122	31	100	328	0.102901154	2921	1.938809034	53	31.19092628	1025	26.08459967	1968	1307	246	220.2	27	0	198	12.3
Glasgow City	0	0	0	0	0	0	0	0	0	0	0	879	568	30.76393568	1537	19	165	1747	17	95	1874	1.410118571	321	0.448613696	2123	44.84126984	460	6.878449685	4989	199	4143	144.43	11	6.47	174	7.4
Glasgow City	0	0	0	0	0	0	0	0	0	0	0	560	395	75.94469407	49	38	215	130	39	155	78	1.970098816	70	1.824545229	81	66.97674419	110	22.12418887	2414	845	708	200.17	13	0	143	12.2
Glasgow City	0	0	0	0	0	0	0	0	0	0	0	738	405	43.08681699	767	27	195	791	27	110	576	1.296119577	440	0.617237221	1702	43.49489796	503	7.244203731	4901	430	2189	172.47	2	0	115	6.4
Glasgow City	0	0	0	0	0	0	0	0	0	0	0	1109	755	43.3982025	750	26	295	817	21	155	1344	0.893721168	1001	1.711536493	122	58.54978355	193	8.30587403	4666	577	1500	210.42	18	0	140	10.3
Glasgow City	0	0	0	0	0	0	0	0	0	0	0	611	356	84.38090138	10	49	300	12	44	160	35	1.883068344	82	2.289171412	8	104.6002191	5	12.14404219	3918	948	536	239.95	19	0	131	12.2
Glasgow City	0	0	0	0	0	0	0	0	0	0	0	1135	908	18.80772969	2936	15	170	2492	10	90	3510	0.20106764	2663	0.43464806	2141	48.60050891	366	0.479904375	6415	447	2085	123.89	17.1875	9.21	137	8.4
Glasgow City	0	0	0	0	0	0	0	0	0	0	0	752	509	29.37918614	1651	20	150	1586	18	90	1787	0.854675116	1067	0.384511191	2251	48.15756036	379	15.57083529	3326	323	2961	157.86	12.5	7.86	176	6.6
Glasgow City	0	0	0	0	0	0	0	0	0	0	0	1422	1009	19.81040647	2773	11	160	3253	11	105	3369	0.301628794	2396	0.7812443	1330	44.16562108	487	4.246403711	5530	592	1409	155.14	7	6.36	157	10.1
Glasgow City	0	0	0	0	0	0	0	0	0	0	0	959	575	34.95377254	1226	23	220	1219	21	120	1253	1.135649154	621	0.560754733	1860	31.89473684	983	6.276454261	5121	620	1303	153.96	9	5.8	149	7.5
Glasgow City	0	0	0	0	0	0	0	0	0	0	0	975	604	44.15796716	715	28	270	692	26	155	690	1.509118842	260	0.838659499	1224	26.43902439	1422	3.463423458	5713	339	2835	158.54	14	0	129	8.1
Glasgow City	0	0	0	0	0	0	0	0	0	0	0	719	551	16.61401273	3292	14	100	2758	11	60	3257	0.115685354	2890	-0.134038504	3542	55.58166863	227	0.884895338	6320	318	2996	90.31	12	8.55	124	6
Glasgow City	0	0	0	0	0	0	0	0	0	0	0	688	368	52.53763504	420	32	220	372	29	110	451	1.71824921	144	0.870489201	1142	45	457	3.993722986	5594	514	1750	156.82	22.5	0	114	9.4
Glasgow City	0	0	0	0	0	0	0	0	0	0	0	714	523	53.49963557	399	30	215	481	29	155	423	1.380037529	346	1.130792887	667	72.5440806	60	11.00287269	4127	944	544	174.8	24	0	126	8.9
Glasgow City	0	0	0	0	0	0	0	0	0	0	0	1176	806	63.30523497	177	36	420	199	30	245	393	1.734841863	138	1.671888408	146	50.54401583	326	11.50848459	4034	738	918	186.98	19.53125	0	133	12.2
Glasgow City	0	0	0	0	0	0	0	0	0	0	0	881	637	63.53324551	175	35	305	244	33	210	240	1.520193879	253	1.471885844	280	72.34693878	61	6.517361245	5069	1428	189	182.29	39	0	171	11.9
Glasgow City	0	0	0	0	0	0	0	0	0	0	0	986	617	79.19458046	36	41	405	73	41	250	60	2.373737979	9	1.65559063	159	60.25104603	177	18.29780767	2897	1095	375	231.1	14	0	119	10
Glasgow City	0	0	0	0	0	0	0	0	0	0	0	652	448	63.98260549	169	39	250	119	36	165	123	1.194610191	536	1.399508285	345	42.24806202	538	2.6470264	5911	569	1536	178.03	33	0	113	10.8
Glasgow City	0	0	0	0	0	0	0	0	0	0	0	800	579	23.14886432	2292	18	145	1902	13	75	2679	0.245810936	2534	0.50276947	1995	60.02522068	183	1.870769348	6092	537	1655	118.63	31	0	151	7.6
Glasgow City	0	0	0	0	0	0	0	0	0	0	0	933	525	41.92546781	808	24	220	1108	26	135	676	1.615232539	189	0.674366549	1561	35.02066116	797	7.262562314	4896	289	3251	161.03	8	0	96	8.3
Glasgow City	0	0	0	0	0	0	0	0	0	0	0	785	470	43.2352178	760	25	195	942	24	110	896	0.671754228	1471	1.310625255	441	76.09649123	46	38.22973794	1097	304	3120	204.4	10	0	143	9.7
Glasgow City	0	0	0	0	0	0	0	0	0	0	0	677	521	18.5127712	2990	15	105	2387	11	55	3305	-0.261241166	3925	0.69798678	1519	45.96774194	438	1.320259007	6222	197	4167	105.95	17	0	154	7.8
Glasgow City	0	0	0	0	0	0	0	0	0	0	0	787	521	52.2905979	424	29	225	599	30	160	388	1.521092566	252	1.213460494	554	59.1383812	190	1.600144219	6158	700	1028	154.17	18	0	216	10.4
Glasgow City	0	0	0	0	0	0	0	0	0	0	0	970	612	81.17718218	27	49	475	11	41	250	59	1.867879178	90	2.25145992	11	66.40091116	118	8.315369856	4662	569	1539	239.07	19	0	152	11.3
Glasgow City	0	0	0	0	0	0	0	0	0	0	0	777	545	55.37932235	341	33	255	314	26	135	709	1.513888267	255	1.623230361	183	50.11312217	334	11.24111391	4078	555	1585	182.27	11	0	137	11.9
Glasgow City	0	0	0	0	0	0	0	0	0	0	0	2590	2290	13.07704993	4029	7	170	4598	5	120	5202	-0.55478723	4726	0.389961413	2237	47.20965309	406	16.12842294	3228	856	690	120.99	1	13.68	177	10.2
Glasgow City	0	0	0	0	0	0	0	0	0	0	0	689	387	41.9689102	805	27	190	716	23	90	1033	1.7478291	130	0.553655553	1875	28	1267.5	2.372657902	5977	397	2402	162.28	9	0	129	6.5
Glasgow City	0	0	0	0	0	0	0	0	0	0	0	743	490	84.10919049	12	48	360	15	42	205	47	2.429618336	8	1.910466571	59	71.21212121	68.5	12.85909152	3792	1048	417	211.83	22	0	146	11.9
Glasgow City	0	0	0	0	0	0	0	0	0	0	0	864	564	84.30648426	11	50	430	8	45	250	33	2.30363318	15	1.918132251	58	66.92650334	111	8.877739524	4550	925	569	228.06	23	0	163	11.1
Glasgow City	0	0	0	0	0	0	0	0	0	0	0	1034	883	25.44687068	2036	15	155	2429	13	120	2635	0.565775182	1717	0.758939392	1389	56.1589404	217	0.252523878	6471	1118	358	153.81	6	0	124	9
Glasgow City	0	0	0	0	0	0	0	0	0	0	0	551	338	71.77079272	78	40	220	93	36	125	122	1.601240634	205	1.772644879	100	113.4218289	1	8.997988966	4525	641	1234	204.67	20	0	132	11.3
Glasgow City	0	0	0	0	0	0	0	0	0	0	0	726	483	41.23668274	849	22	160	1265	26	125	680	1.060986499	727	0.982984158	924	54.53460621	253	31.96183525	1479	0	6439	202.29	17	0	106	6.1
Glasgow City	0	0	0	0	0	0	0	0	0	0	0	674	496	26.94292874	1880	17	110	2133	19	90	1671	0.414713075	2101	0.912978064	1059	53.81414702	264	2.261417921	6012	259	3505	156.8	28	5.04	139	9
Glasgow City	0	0	0	0	0	0	0	0	0	0	0	771	452	32.29484523	1409	23	175	1212	22	100	1178	0.846076417	1087	0.189175015	2728	26.56675749	1410	8.557271702	4609	522	1721	141.68	16	5.79	116	7.2
Glasgow City	0	0	0	0	0	0	0	0	0	0	0	772	474	37.72152426	1051	30	230	544	21	100	1235	0.65639185	1505	0.577237183	1817	44.71299094	468	2.188819249	6032	811	771	147.81	13	9.17	121	8.3
Glasgow City	0	0	0	0	0	0	0	0	0	0	0	1553	1185	22.58605789	2353	14	215	2738	9	105	3800	1.134649279	624	0.411489405	2193	53.47661188	268	2.209384975	6026	569	1538	100.82	21	8.07	126	7
Glasgow City	0	0	0	0	0	0	0	0	0	0	0	1135	966	19.51624273	2834	11	130	3235	11	105	3326	0.163179462	2760	-0.379815735	4217	57.4025974	207	4.36797236	5502	15916	1	103.64	4	48.14	128	8
Glasgow City	0	0	0	0	0	0	0	0	0	0	0	638	419	53.28107745	406	32	205	359	29	120	461	1.581179127	216	1.141533109	657	40.66037736	591	2.283703058	6002	581	1479	162.62	18	0	145	8.6
Glasgow City	0	0	0	0	0	0	0	0	0	0	0	975	692	43.76598731	733	28	275	627	24	165	823	1.166151355	574	1.00272856	887	46.8852459	420	2.989065747	5827	584	1462	160.88	10	0	111	8.8
Glasgow City	0	0	0	0	0	0	0	0	0	0	0	824	566	37.46290225	1076	22	185	1251	21	120	1257	1.263651624	476	0.789827495	1309	40.5707196	593	12.10467629	3928	662	1163	184.45	12	0	112	7
Glasgow City	0	0	0	0	0	0	0	0	0	0	0	519	336	64.9260579	158	36	185	192	35	115	164	1.152041843	600	1.563884181	219	70.25796662	80	19.67118985	2709	943	546	208.7	21	0	174	9.1
Glasgow City	0	0	0	0	0	0	0	0	0	0	0	1853	1521	25.23540075	2065	15	275	2489	12	180	3028	0.371740297	2210	0.87501918	1139	66.54275093	115.5	25.05990721	2076	568	1541	164.35	1	0	176	8.9
Glasgow City	0	0	0	0	0	0	0	0	0	0	0	850	478	64.26223533	165	35	295	240	33	160	219	2.280433404	18	0.968766202	955	44.44444444	476	7.622089472	4817	1630	132	141.65	3	5.14	172	10.5
Glasgow City	0	0	0	0	0	0	0	0	0	0	0	866	636	20.86042767	2629	15	130	2514	12	75	3022	0.296679106	2407	0.728447544	1458	58.15691158	199	0.384656735	6439	275	3365	114.49	15	5.8	118	10.2
Glasgow City	0	0	0	0	0	0	0	0	0	0	0	1001	652	67.25377516	134	34	340	265	35	230	173	2.11783869	39	1.550060398	230	62.55274262	157	4.690963928	5437	1043	423	180.82	16	0	130	12
Glasgow City	0	0	0	0	0	0	0	0	0	0	0	970	554	75.05810166	55	42	410	56	38	210	93	1.590311835	208	1.711745908	121	61.95876289	161	16.32865671	3195	987	485	203.26	19	0	115	12
Glasgow City	0	0	0	0	0	0	0	0	0	0	0	739	431	43.55191732	739	17	130	1985	23	100	1008	0.821964063	1132	2.251311038	12	69.67471144	83	2.079567756	6060	1416	196	241.11	10	0	130	15.2
Glasgow City	0	0	0	0	0	0	0	0	0	0	0	810	473	60.61511075	217	37	300	162	33	155	239	1.484025524	282	1.148680068	644	43.11270125	516	12.30313032	3884	517	1736	153.54	14	0	111	9.7
Glasgow City	0	0	0	0	0	0	0	0	0	0	0	930	641	37.4611394	1077	26	240	863	20	130	1377	1.008775909	800	1.029376025	842	57.43073048	206	1.583294034	6163	339	2838	167.75	14	0	172	8.6
Glasgow City	0	0	0	0	0	0	0	0	0	0	0	792	704	12.36231968	4169	6	50	4807	7	45	4696	-0.274489883	3966	0.668910741	1571	49.81884058	339	1.037387567	6286	365	2619	59.37	10	5.34	155	11.1
Glasgow City	0	0	0	0	0	0	0	0	0	0	0	864	632	64.118386	166	32	275	390	32	205	296	2.355821594	12	1.528309069	239	77.30496454	44	1.665901618	6138	1370	216	157.9	45	0	114	10.1
Glasgow City	0	0	0	0	0	0	0	0	0	0	0	1097	931	14.49806754	3733	11	120	3384	10	90	3580	-0.373096289	4244	0.098984821	2960	59.29108486	188	0.126104962	6491	446	2095	94.99	4	0	141	7.4
Glasgow City	0	0	0	0	0	0	0	0	0	0	0	959	684	30.33025207	1574	21	195	1499	20	135	1483	0.876257275	1033	0.146909877	2834	54.05405405	259	6.978275284	4961	579	1490	118.48	12	8.59	127	6.9
Glasgow City	0	0	0	0	0	0	0	0	0	0	0	913	504	46.37165156	645	28	255	658	31	155	336	1.302243258	430	0.495115968	2018	31.18161926	1027	9.7694406	4368	377	2538	149.32	11	0	200	6.9
Glasgow City	0	0	0	0	0	0	0	0	0	0	0	750	489	75.21699738	53	39	295	109	47	230	23	1.84807819	97	1.407114694	338	54.03645833	260	15.69496977	3304	982	487	199.76	31	5.26	241	8.8
Glasgow City	0	0	0	0	0	0	0	0	0	0	0	1486	1318	6.380807301	5589	5	65	5353	3	45	6056	-1.678421581	6394	0.041034971	3091	62.55656109	156	0.334736101	6455	274	3376	99.93	1	12.48	186	7
Glasgow City	0	0	0	0	0	0	0	0	0	0	0	919	782	17.50550185	3155	13	115	2966	11	85	3264	-0.436636106	4423	0.413300094	2185	58.1027668	201	0.604697812	6387	700	1029	98.96	0	7.22	106	9.7
Glasgow City	0	0	0	0	0	0	0	0	0	0	0	671	382	53.94661214	385	31	210	422	31	115	356	1.405143081	327	1.30134502	452	54.98614958	246	4.326823669	5512	444	2107	148.55	17	0	143	7.2
Glasgow City	0	0	0	0	0	0	0	0	0	0	0	931	825	12.45263334	4153	7	65	4525	5	45	5139	-0.990633274	5671	0.695185513	1523	49.51664876	350	0.141246188	6487	840	722	69.85	4	0	135	10.7
Glasgow City	0	0	0	0	0	0	0	0	0	0	0	1128	971	14.24305279	3788	8	95	4049	7	65	4485	-0.380874508	4265	-0.608472525	4815	65.89147287	121	2.396604235	5964	3720	16	56.64	9	52	111	7.6
Glasgow City	0	0	0	0	0	0	0	0	0	0	0	733	422	68.32191486	118	40	290	102	39	165	77	1.418827887	316	1.457953804	292	87.03296703	17	5.298414788	5309	322	2969	211.37	25	0	152	9.6
Glasgow City	0	0	0	0	0	0	0	0	0	0	0	729	473	71.03481406	90	39	285	108	32	150	271	1.87113167	88	1.863111964	72	68.47826087	92	16.87762264	3107	870	657	220.31	22	0	172	11.1
Glasgow City	0	0	0	0	0	0	0	0	0	0	0	502	324	30.15500008	1590	12	60	3035	17	55	1910	1.125983962	631	0.297302665	2468	37.15341959	704	20.43511951	2620	2776	35	110.82	10	5.41	107	6.3
Glasgow City	0	0	0	0	0	0	0	0	0	0	0	712	613	10.0080755	4736	5	35	5115	6	35	5026	-1.110330643	5856	0.026382245	3123	52.17391304	300	0.68551449	6368	1001	474	46.79	3.125	0	175	7
Glasgow City	0	0	0	0	0	0	0	0	0	0	0	1281	1132	9.278621735	4899	8	100	4271	8	85	4337	-0.639217853	4941	-0.538848617	4637	49.77827051	342	4.45118487	5484	192	4238	59.99	1	18.72	167	8.6
Glasgow City	0	0	0	0	0	0	0	0	0	0	0	1039	689	60.62203356	216	34	360	249	36	245	131	2.087755269	44	-0.096256266	3431	36.32075472	733	5.162935048	5333	1215	292	150.4	2.5	8.13	140	8.1
Glasgow City	0	0	0	0	0	0	0	0	0	0	0	542	326	42.33170818	795	28	150	678	24	80	848	1.211266099	518	0.725204418	1469	39.01098901	641	6.021385859	5164	688	1073	160.11	7	0	159	9.8
Glasgow City	0	0	0	0	0	0	0	0	0	0	0	1041	785	68.05517543	124	34	355	263	35	275	169	1.928536155	77	1.615060238	190	70.71005917	77	1.674215593	6137	1782	102	175.25	36	0	163	10.6
Glasgow City	0	0	0	0	0	0	0	0	0	0	0	1197	764	47.36430706	602	28	335	649	25	190	794	1.488906405	274	1.242468307	515	37.91348601	676	2.130522283	6048	689	1070	199.93	12.5	0	156	8.7
Glasgow City	0	0	0	0	0	0	0	0	0	0	0	1059	719	55.85622173	332	30	320	486	28	200	535	1.638053105	177	1.579832636	210	46.61105318	428	13.77899998	3633	719	976	213.78	19	0	90	10
Glasgow City	0	0	0	0	0	0	0	0	0	0	0	743	463	80.39229163	30	43	320	46	40	190	64	2.119933685	37	2.223011954	16	68.84661118	88	1.13109047	6259	898	611	231.39	16	0	111	13.8
Glasgow City	0	0	0	0	0	0	0	0	0	0	0	1267	913	38.8150923	985	23	295	1166	22	200	1136	1.159396876	591	0.973668537	949	43.11440678	515	7.69147283	4800	763	869	198.61	8	0	80	8.7
Glasgow City	0	0	0	0	0	0	0	0	0	0	0	581	493	15.17727175	3577	11	60	3433	10	45	3657	-0.280474571	3987	-0.007517767	3196	65	132	4.193282602	5543	620	1304	133.99	6.25	7.78	102	5.3
Glasgow City	0	0	0	0	0	0	0	0	0	0	0	2126	1761	21.51893017	2513	12	250	3184	8	140	4143	0.595436761	1651	0.974277276	948	64.85042735	134	17.33118943	3044	283	3300	189.75	1	6.04	129	8.3
Glasgow City	0	0	0	0	0	0	0	0	0	0	0	677	395	35.17205966	1209	25	165	1012	21	80	1329	1.307012664	423	0.497930949	2003	36.06998654	746	3.774439053	5645	196	4172	148.79	11	5.88	152	7.9
Glasgow City	0	0	0	0	0	0	0	0	0	0	0	743	618	17.16327386	3203	15	115	2423	11	70	3148	-0.421827381	4372	-0.268928546	3924	67.42424242	104	2.520081524	5943	585	1458	90.02	3.125	11.23	157	5.6
Glasgow City	0	0	0	0	0	0	0	0	0	0	0	776	601	40.99386946	866	26	200	877	26	155	628	1.229443808	501	0.459859289	2099	60.10165184	180	1.098757291	6272	474	1937	101.36	18	10.89	173	9
Glasgow City	0	0	0	0	0	0	0	0	0	0	0	892	734	19.21177203	2879	15	130	2538	14	105	2509	-0.194119135	3722	0.310596388	2432	37.6146789	686	0.48929704	6411	483	1892	111.33	9	0	117	6.9
Glasgow City	0	0	0	0	0	0	0	0	0	0	0	1396	1131	22.28077259	2400	6	90	4659	9	105	3701	0.720149706	1357	1.031152711	833	20.60606061	2174	16.6136378	3150	1258	264	201.05	6	0	136	8.8
Glasgow City	0	0	0	0	0	0	0	0	0	0	0	1340	1120	9.144997869	4924	7	90	4597	6	70	4904	-1.129950557	5883	0.11927506	2905	42.91609354	519	2.313545031	5991	362	2642	83.01	6	9.03	191	8.4
Glasgow City	0	0	0	0	0	0	0	0	0	0	0	613	465	30.75965437	1539	20	125	1522	17	80	1945	0.066294592	3022	1.081538559	744	52.83540802	283	0.570102817	6396	1405	199	127.49	8	5.52	220	10.8
Glasgow City	0	0	0	0	0	0	0	0	0	0	0	712	402	82.40575584	20	49	350	10	46	185	26	2.088555096	43	1.960666769	48	56.13810742	218	7.246624063	4900	495	1839	212.43	34	0	174	12.3
Glasgow City	0	0	0	0	0	0	0	0	0	0	0	393	242	72.76303529	71	38	150	138	33	80	220	1.776051235	115	2.252555015	10	84.60508701	21	21.25776333	2524	818	760	226.02	7	0	129	13.1
Glasgow City	0	0	0	0	0	0	0	0	0	0	0	1264	867	54.88104308	357	29	365	591	27	235	585	1.313620621	415	1.999899873	34	52.06349206	301	2.677215695	5902	948	535	198.91	14	0	142	12.1
Glasgow City	0	0	0	0	0	0	0	0	0	0	0	1154	855	34.75315748	1244	22	250	1338	20	165	1477	0.872228798	1040	1.121846906	680	36.61504425	720	11.63086852	4005	363	2638	181.86	18.75	0	136	7.5
Glasgow City	0	0	0	0	0	0	0	0	0	0	0	875	570	51.64501805	444	30	260	535	25	145	731	1.613174965	191	1.314777133	437	54.53551913	252	8.590101855	4598	862	675	204.66	22	0	142	9
Glasgow City	0	0	0	0	0	0	0	0	0	0	0	1096	897	14.19539683	3800	8	90	4127	6	55	4797	-0.284169395	4000	-0.001641674	3185	50.94086022	318	10.56989239	4219	1285	255	72.27	8	5.31	122	6.4
Glasgow City	0	0	0	0	0	0	0	0	0	0	0	752	446	27.80186092	1789	22	165	1280	19	85	1579	0.402697701	2136	0.309428085	2437	26.42225032	1424	12.59917355	3838	179	4401	141.28	7	0	185	6.5
Glasgow City	0	0	0	0	0	0	0	0	0	0	0	534	334	65.6025664	149	41	220	71	35	120	179	0.975763248	864	1.622780251	184	43.53518822	502	11.21281088	4084	722	966	211.55	12	0	144	11
Glasgow City	0	0	0	0	0	0	0	0	0	0	0	1142	821	33.0546598	1351	24	280	1039	14	115	2571	0.803849465	1180	1.150367089	640	49.81226533	340	3.82322914	5632	629	1267	190.15	9	0	202	9.5
Glasgow City	0	0	0	0	0	0	0	0	0	0	0	893	749	14.62658801	3706	14	125	2709	8	60	4192	-0.89812279	5502	0.0775345	3011	55.84415584	222	0.584424097	6392	657	1179	71.85	7	0	155	9.2
Glasgow City	0	0	0	0	0	0	0	0	0	0	0	1848	1574	14.60802367	3709	10	190	3507	9	145	3751	0.103584197	2917	-0.247250009	3860	67.81472684	99	1.276054168	6231	451	2062	74.63	16	7.36	183	7.2
Glasgow City	0	0	0	0	0	0	0	0	0	0	0	760	578	40.9674235	868	25	190	951	25	145	714	1.000617187	815	0.389815405	2238	68.11397558	95	0.395603581	6437	1689	119	111.32	7.8125	0	167	9
Glasgow City	0	0	0	0	0	0	0	0	0	0	0	703	436	47.19628798	615	28	195	673	28	120	553	1.316460401	410	1.067820182	767	40.02642008	609	16.47095148	3174	292	3225	176.52	9	0	122	9.1
Glasgow City	0	0	0	0	0	0	0	0	0	0	0	806	628	19.89304418	2758	15	125	2381	11	70	3324	-0.205460573	3748	0.559263762	1863	71.03825137	70	1.616708986	6152	622	1292	107.48	10	0	234	8.7
Glasgow City	0	0	0	0	0	0	0	0	0	0	0	1012	733	34.76333285	1243	21	215	1418	22	160	1177	0.970209092	875	0.765848685	1370	38.51554664	656	0.469597226	6420	862	673	106.88	7	0	153	10.8
Glasgow City	0	0	0	0	0	0	0	0	0	0	0	1173	928	21.82099923	2466	13	150	2952	13	120	2743	-0.073684864	3430	0.725728304	1465	105.1378446	4	1.750768907	6121	897	612	104.73	11	0	148	10.2
Glasgow City	0	0	0	0	0	0	0	0	0	0	0	758	468	71.00187464	91	42	315	64	35	165	175	1.60688253	200	1.883117256	65	50.62893082	324	3.811274662	5633	633	1251	225.43	14	0	84	12.9
Glasgow City	0	0	0	0	0	0	0	0	0	0	0	1065	708	38.52988239	992	28	295	708	24	170	915	0.872509153	1039	0.617096159	1703	49.69173859	345	3.257246752	5758	466	1982	187.22	10	5.44	161	7.3
Glasgow City	0	0	0	0	0	0	0	0	0	0	0	994	688	31.49421244	1471	20	205	1517	19	135	1520	0.67726831	1455	0.604357913	1736	49.40923738	354	2.479105601	5951	1078	389	137.26	10	0	193	7.8
Glasgow City	0	0	0	0	0	0	0	0	0	0	0	742	643	9.314834945	4893	8	55	4260	5	30	5507	-1.233279102	6037	-0.337091922	4111	71.98391421	63	1.400916604	6198	696	1041	94.16	4	8.5	180	5.7
Glasgow City	0	0	0	0	0	0	0	0	0	0	0	840	627	30.34375435	1571	22	180	1349	17	105	1951	0.795203104	1193	0.686192713	1541	49.3081761	357	0.272869403	6464	659	1175	147.22	23	7.28	113	8.1
Glasgow City	0	0	0	0	0	0	0	0	0	0	0	1073	711	23.20730565	2284	15	160	2506	15	105	2371	0.514332962	1839	0.389725209	2239	33.94383394	857	20.66061857	2596	278	3336	165.73	10	6.56	164	6.6
Glasgow City	0	0	0	0	0	0	0	0	0	0	0	989	838	19.99773095	2745	13	135	2809	15	120	2386	0.575641767	1695	-0.302732737	4012	70.57613169	79	0.572591614	6395	325	2947	61.49	8	10.43	143	5.9
